SourcePub,Profile_name,X,Y
HyllandMachette2008,m76,200.50499,656.46279
HyllandMachette2008,m76,199.98399,656.50679
HyllandMachette2008,m76,203.55699,656.05779
HyllandMachette2008,m76,203.13399,656.14679
HyllandMachette2008,m76,202.71199,656.19279
HyllandMachette2008,m76,201.86799,656.32779
HyllandMachette2008,m76,201.44599,656.37179
HyllandMachette2008,m76,200.99099,656.41779
HyllandMachette2008,m76,200.50499,656.46279
HyllandMachette2008,m76,199.98399,656.50679
HyllandMachette2008,m76,207.096,655.2922
HyllandMachette2008,m76,206.576,655.4272
HyllandMachette2008,m76,206.089,655.5632
HyllandMachette2008,m76,205.667,655.6522
HyllandMachette2008,m76,205.212,655.7422
HyllandMachette2008,m76,204.4,655.9222
HyllandMachette2008,m76,203.979,655.9672
HyllandMachette2008,m76,203.557,656.0582
HyllandMachette2008,m76,207.096,655.2922
HyllandMachette2008,m76,206.576,655.4272
HyllandMachette2008,m76,206.089,655.5632
HyllandMachette2008,m76,205.667,655.6522
HyllandMachette2008,m76,205.212,655.7422
HyllandMachette2008,m76,204.4,655.9222
HyllandMachette2008,m76,203.979,655.9672
HyllandMachette2008,m76,203.557,656.0582
HyllandMachette2008,m76,212.25899,653.7609
HyllandMachette2008,m76,211.64199,653.9409
HyllandMachette2008,m76,210.99199,654.1209
HyllandMachette2008,m76,210.30899,654.3469
HyllandMachette2008,m76,209.62799,654.5719
HyllandMachette2008,m76,208.94599,654.7519
HyllandMachette2008,m76,208.29799,654.9769
HyllandMachette2008,m76,207.68099,655.1559
HyllandMachette2008,m76,207.09599,655.2919
HyllandMachette2008,m76,212.25899,653.7609
HyllandMachette2008,m76,211.64199,653.9409
HyllandMachette2008,m76,210.99199,654.1209
HyllandMachette2008,m76,210.30899,654.3469
HyllandMachette2008,m76,209.62799,654.5719
HyllandMachette2008,m76,208.94599,654.7519
HyllandMachette2008,m76,208.29799,654.9769
HyllandMachette2008,m76,207.68099,655.1559
HyllandMachette2008,m76,207.09599,655.2919
HyllandMachette2008,m76,216.415,652.50021
HyllandMachette2008,m76,215.863,652.68121
HyllandMachette2008,m76,215.343,652.81621
HyllandMachette2008,m76,214.337,653.13021
HyllandMachette2008,m76,213.33,653.44621
HyllandMachette2008,m76,212.81,653.58021
HyllandMachette2008,m76,212.259,653.76121
HyllandMachette2008,m76,216.415,652.50021
HyllandMachette2008,m76,215.863,652.68121
HyllandMachette2008,m76,215.343,652.81621
HyllandMachette2008,m76,214.337,653.13021
HyllandMachette2008,m76,213.33,653.44621
HyllandMachette2008,m76,212.81,653.58021
HyllandMachette2008,m76,212.259,653.76121
HyllandMachette2008,m76,221.57698,650.925
HyllandMachette2008,m76,220.27798,651.329
HyllandMachette2008,m76,218.94698,651.736
HyllandMachette2008,m76,217.64798,652.141
HyllandMachette2008,m76,216.99898,652.321
HyllandMachette2008,m76,216.41498,652.5
HyllandMachette2008,m76,221.57698,650.925
HyllandMachette2008,m76,220.27798,651.329
HyllandMachette2008,m76,218.94698,651.736
HyllandMachette2008,m76,217.64798,652.141
HyllandMachette2008,m76,216.99898,652.321
HyllandMachette2008,m76,216.41498,652.5
HyllandMachette2008,m76,226.70798,649.3029
HyllandMachette2008,m76,224.14198,650.1139
HyllandMachette2008,m76,221.57698,650.9249
HyllandMachette2008,m76,226.70798,649.3029
HyllandMachette2008,m76,224.14198,650.1139
HyllandMachette2008,m76,221.57698,650.9249
HyllandMachette2008,m76,231.86998,647.72871
HyllandMachette2008,m76,230.57098,648.08871
HyllandMachette2008,m76,229.27198,648.44871
HyllandMachette2008,m76,228.00698,648.89871
HyllandMachette2008,m76,226.70798,649.30271
HyllandMachette2008,m76,231.86998,647.72871
HyllandMachette2008,m76,230.57098,648.08871
HyllandMachette2008,m76,229.27198,648.44871
HyllandMachette2008,m76,228.00698,648.89871
HyllandMachette2008,m76,226.70798,649.30271
HyllandMachette2008,m76,237.19598,646.8283
HyllandMachette2008,m76,234.53198,647.2323
HyllandMachette2008,m76,233.20198,647.4583
HyllandMachette2008,m76,231.86998,647.7283
HyllandMachette2008,m76,237.19598,646.8283
HyllandMachette2008,m76,234.53198,647.2323
HyllandMachette2008,m76,233.20198,647.4583
HyllandMachette2008,m76,231.86998,647.7283
HyllandMachette2008,m76,242.58498,646.28629
HyllandMachette2008,m76,242.13098,646.33229
HyllandMachette2008,m76,241.677,646.332
HyllandMachette2008,m76,241.286,646.376
HyllandMachette2008,m76,240.897,646.422
HyllandMachette2008,m76,240.215,646.467
HyllandMachette2008,m76,239.599,646.557
HyllandMachette2008,m76,239.014,646.602
HyllandMachette2008,m76,238.429,646.646
HyllandMachette2008,m76,237.845,646.736
HyllandMachette2008,m76,237.196,646.828
HyllandMachette2008,m76,242.585,646.286
HyllandMachette2008,m76,242.131,646.332
HyllandMachette2008,m76,241.677,646.332
HyllandMachette2008,m76,241.286,646.376
HyllandMachette2008,m76,240.897,646.422
HyllandMachette2008,m76,240.215,646.467
HyllandMachette2008,m76,239.599,646.557
HyllandMachette2008,m76,239.014,646.602
HyllandMachette2008,m76,238.429,646.646
HyllandMachette2008,m76,237.845,646.736
HyllandMachette2008,m76,237.196,646.828
HyllandMachette2008,m76,252.651,645.70101
HyllandMachette2008,m76,252.132,645.74601
HyllandMachette2008,m76,251.547,645.79201
HyllandMachette2008,m76,250.931,645.83701
HyllandMachette2008,m76,250.313,645.837
HyllandMachette2008,m76,248.95,645.926
HyllandMachette2008,m76,247.586,646.015
HyllandMachette2008,m76,246.189,646.061
HyllandMachette2008,m76,245.508,646.106
HyllandMachette2008,m76,244.858,646.151
HyllandMachette2008,m76,244.241,646.197
HyllandMachette2008,m76,243.657,646.197
HyllandMachette2008,m76,243.104,646.241
HyllandMachette2008,m76,242.585,646.286
HyllandMachette2008,m76,252.651,645.701
HyllandMachette2008,m76,252.132,645.746
HyllandMachette2008,m76,251.547,645.792
HyllandMachette2008,m76,250.931,645.837
HyllandMachette2008,m76,250.313,645.837
HyllandMachette2008,m76,248.95,645.926
HyllandMachette2008,m76,247.586,646.015
HyllandMachette2008,m76,246.189,646.061
HyllandMachette2008,m76,245.508,646.106
HyllandMachette2008,m76,244.858,646.151
HyllandMachette2008,m76,244.241,646.197
HyllandMachette2008,m76,243.657,646.197
HyllandMachette2008,m76,243.104,646.241
HyllandMachette2008,m76,242.585,646.286
HyllandMachette2008,m76,258.723,645.0712
HyllandMachette2008,m76,258.236,645.1162
HyllandMachette2008,m76,257.814,645.1622
HyllandMachette2008,m76,257.392,645.2072
HyllandMachette2008,m76,257.034,645.2512
HyllandMachette2008,m76,256.32,645.3422
HyllandMachette2008,m76,255.704,645.4312
HyllandMachette2008,m76,255.054,645.4762
HyllandMachette2008,m76,254.372,645.5662
HyllandMachette2008,m76,253.982,645.6112
HyllandMachette2008,m76,253.56,645.611
HyllandMachette2008,m76,253.138,645.656
HyllandMachette2008,m76,252.651,645.701
HyllandMachette2008,m76,258.723,645.071
HyllandMachette2008,m76,258.236,645.116
HyllandMachette2008,m76,257.814,645.162
HyllandMachette2008,m76,257.392,645.207
HyllandMachette2008,m76,257.034,645.251
HyllandMachette2008,m76,256.32,645.342
HyllandMachette2008,m76,255.704,645.431
HyllandMachette2008,m76,255.054,645.476
HyllandMachette2008,m76,254.372,645.566
HyllandMachette2008,m76,253.982,645.611
HyllandMachette2008,m76,253.56,645.611
HyllandMachette2008,m76,253.138,645.656
HyllandMachette2008,m76,252.651,645.701
HyllandMachette2008,m76,268.756,644.0807
HyllandMachette2008,m76,267.49,644.2167
HyllandMachette2008,m76,266.159,644.3507
HyllandMachette2008,m76,264.827,644.4857
HyllandMachette2008,m76,263.496,644.5757
HyllandMachette2008,m76,262.198,644.7117
HyllandMachette2008,m76,260.963,644.8457
HyllandMachette2008,m76,260.346,644.8917
HyllandMachette2008,m76,259.794,644.9807
HyllandMachette2008,m76,259.243,645.0247
HyllandMachette2008,m76,258.723,645.0707
HyllandMachette2008,m76,268.756,644.0807
HyllandMachette2008,m76,267.49,644.2167
HyllandMachette2008,m76,266.159,644.3507
HyllandMachette2008,m76,264.827,644.4857
HyllandMachette2008,m76,263.496,644.5757
HyllandMachette2008,m76,262.198,644.7117
HyllandMachette2008,m76,260.963,644.8457
HyllandMachette2008,m76,260.346,644.8917
HyllandMachette2008,m76,259.794,644.9807
HyllandMachette2008,m76,259.243,645.0247
HyllandMachette2008,m76,258.723,645.0707
HyllandMachette2008,m77,156.295,606.217
HyllandMachette2008,m77,151.266,606.442
HyllandMachette2008,m77,146.236,606.666
HyllandMachette2008,m77,156.295,606.217
HyllandMachette2008,m77,151.266,606.442
HyllandMachette2008,m77,146.236,606.666
HyllandMachette2008,m77,166.355,605.6769
HyllandMachette2008,m77,161.325,605.9469
HyllandMachette2008,m77,156.295,606.2169
HyllandMachette2008,m77,166.355,605.6769
HyllandMachette2008,m77,161.325,605.9469
HyllandMachette2008,m77,156.295,606.2169
HyllandMachette2008,m77,176.447,605.22769
HyllandMachette2008,m77,171.418,605.45269
HyllandMachette2008,m77,166.355,605.67669
HyllandMachette2008,m77,176.447,605.22769
HyllandMachette2008,m77,171.418,605.45269
HyllandMachette2008,m77,166.355,605.67669
HyllandMachette2008,m77,186.475,604.59879
HyllandMachette2008,m77,181.477,604.91279
HyllandMachette2008,m77,176.447,605.22779
HyllandMachette2008,m77,186.475,604.59879
HyllandMachette2008,m77,181.477,604.91279
HyllandMachette2008,m77,176.447,605.22779
HyllandMachette2008,m77,196.535,603.87709
HyllandMachette2008,m77,194.036,604.10309
HyllandMachette2008,m77,191.505,604.28309
HyllandMachette2008,m77,186.475,604.59909
HyllandMachette2008,m77,196.535,603.87709
HyllandMachette2008,m77,194.036,604.10309
HyllandMachette2008,m77,191.505,604.28309
HyllandMachette2008,m77,186.475,604.59909
HyllandMachette2008,m77,206.529,602.52849
HyllandMachette2008,m77,206.075,602.57349
HyllandMachette2008,m77,205.588,602.66249
HyllandMachette2008,m77,205.037,602.75349
HyllandMachette2008,m77,204.453,602.79649
HyllandMachette2008,m77,203.869,602.88749
HyllandMachette2008,m77,203.22,602.97649
HyllandMachette2008,m77,201.922,603.20349
HyllandMachette2008,m77,200.559,603.38349
HyllandMachette2008,m77,199.195,603.56249
HyllandMachette2008,m77,197.832,603.74249
HyllandMachette2008,m77,196.535,603.87749
HyllandMachette2008,m77,206.529,602.52849
HyllandMachette2008,m77,206.075,602.57349
HyllandMachette2008,m77,205.588,602.66249
HyllandMachette2008,m77,205.037,602.75349
HyllandMachette2008,m77,204.453,602.79649
HyllandMachette2008,m77,203.869,602.88749
HyllandMachette2008,m77,203.22,602.97649
HyllandMachette2008,m77,201.922,603.20349
HyllandMachette2008,m77,200.559,603.38349
HyllandMachette2008,m77,199.195,603.56249
HyllandMachette2008,m77,197.832,603.74249
HyllandMachette2008,m77,196.535,603.87749
HyllandMachette2008,m77,210.424,602.03339
HyllandMachette2008,m77,209.678,602.16939
HyllandMachette2008,m77,209.255,602.21339
HyllandMachette2008,m77,208.834,602.25839
HyllandMachette2008,m77,208.347,602.30339
HyllandMachette2008,m77,207.827,602.34739
HyllandMachette2008,m77,207.211,602.43839
HyllandMachette2008,m77,206.529,602.52839
HyllandMachette2008,m77,210.424,602.03339
HyllandMachette2008,m77,209.678,602.16939
HyllandMachette2008,m77,209.255,602.21339
HyllandMachette2008,m77,208.834,602.25839
HyllandMachette2008,m77,208.347,602.30339
HyllandMachette2008,m77,207.827,602.34739
HyllandMachette2008,m77,207.211,602.43839
HyllandMachette2008,m77,206.529,602.52839
HyllandMachette2008,m77,213.603,601.31269
HyllandMachette2008,m77,213.149,601.44869
HyllandMachette2008,m77,212.727,601.53769
HyllandMachette2008,m77,212.339,601.62869
HyllandMachette2008,m77,211.981,601.71869
HyllandMachette2008,m77,211.234,601.89869
HyllandMachette2008,m77,210.846,601.94369
HyllandMachette2008,m77,210.424,602.03369
HyllandMachette2008,m77,213.603,601.31269
HyllandMachette2008,m77,213.149,601.44869
HyllandMachette2008,m77,212.727,601.53769
HyllandMachette2008,m77,212.339,601.62869
HyllandMachette2008,m77,211.981,601.71869
HyllandMachette2008,m77,211.234,601.89869
HyllandMachette2008,m77,210.846,601.94369
HyllandMachette2008,m77,210.424,602.03369
HyllandMachette2008,m77,218.049,599.87419
HyllandMachette2008,m77,216.881,600.27819
HyllandMachette2008,m77,215.745,600.68519
HyllandMachette2008,m77,214.609,600.99919
HyllandMachette2008,m77,214.09,601.17919
HyllandMachette2008,m77,213.603,601.31219
HyllandMachette2008,m77,218.049,599.87419
HyllandMachette2008,m77,216.881,600.27819
HyllandMachette2008,m77,215.745,600.68519
HyllandMachette2008,m77,214.609,600.99919
HyllandMachette2008,m77,214.09,601.17919
HyllandMachette2008,m77,213.603,601.31219
HyllandMachette2008,m77,222.72301,597.98549
HyllandMachette2008,m77,221.52101,598.47949
HyllandMachette2008,m77,220.35301,598.97449
HyllandMachette2008,m77,219.18501,599.42349
HyllandMachette2008,m77,218.04901,599.87449
HyllandMachette2008,m77,222.72301,597.98549
HyllandMachette2008,m77,221.52101,598.47949
HyllandMachette2008,m77,220.35301,598.97449
HyllandMachette2008,m77,219.18501,599.42349
HyllandMachette2008,m77,218.04901,599.87449
HyllandMachette2008,m77,227.72001,595.91619
HyllandMachette2008,m77,226.45501,596.45519
HyllandMachette2008,m77,225.18801,596.95019
HyllandMachette2008,m77,223.95501,597.49019
HyllandMachette2008,m77,222.72301,597.98519
HyllandMachette2008,m77,227.72001,595.91619
HyllandMachette2008,m77,226.45501,596.45519
HyllandMachette2008,m77,225.18801,596.95019
HyllandMachette2008,m77,223.95501,597.49019
HyllandMachette2008,m77,222.72301,597.98519
HyllandMachette2008,m77,232.65202,593.8019
HyllandMachette2008,m77,232.13302,594.0269
HyllandMachette2008,m77,231.58202,594.2509
HyllandMachette2008,m77,230.96502,594.5219
HyllandMachette2008,m77,230.34802,594.7909
HyllandMachette2008,m77,229.01702,595.3759
HyllandMachette2008,m77,228.36902,595.6469
HyllandMachette2008,m77,227.72002,595.9159
HyllandMachette2008,m77,232.65202,593.8019
HyllandMachette2008,m77,232.13302,594.0269
HyllandMachette2008,m77,231.58202,594.2509
HyllandMachette2008,m77,230.96502,594.5219
HyllandMachette2008,m77,230.34802,594.7909
HyllandMachette2008,m77,229.01702,595.3759
HyllandMachette2008,m77,228.36902,595.6469
HyllandMachette2008,m77,227.72002,595.9159
HyllandMachette2008,m77,235.28101,592.58609
HyllandMachette2008,m77,234.95701,592.67709
HyllandMachette2008,m77,234.66401,592.81209
HyllandMachette2008,m77,234.11301,593.08209
HyllandMachette2008,m77,233.78901,593.26109
HyllandMachette2008,m77,233.46401,593.39709
HyllandMachette2008,m77,233.07401,593.62109
HyllandMachette2008,m77,232.65201,593.80209
HyllandMachette2008,m77,235.28101,592.58609
HyllandMachette2008,m77,234.95701,592.67709
HyllandMachette2008,m77,234.66401,592.81209
HyllandMachette2008,m77,234.11301,593.08209
HyllandMachette2008,m77,233.78901,593.26109
HyllandMachette2008,m77,233.46401,593.39709
HyllandMachette2008,m77,233.07401,593.62109
HyllandMachette2008,m77,232.65201,593.80209
HyllandMachette2008,m77,238.103,592.0929
HyllandMachette2008,m77,237.422,592.2279
HyllandMachette2008,m77,236.709,592.3179
HyllandMachette2008,m77,235.995,592.4069
HyllandMachette2008,m77,235.281,592.5859
HyllandMachette2008,m77,238.103,592.0929
HyllandMachette2008,m77,237.422,592.2279
HyllandMachette2008,m77,236.709,592.3179
HyllandMachette2008,m77,235.995,592.4069
HyllandMachette2008,m77,235.281,592.5859
HyllandMachette2008,m77,240.506,591.32829
HyllandMachette2008,m77,240.084,591.41729
HyllandMachette2008,m77,239.726,591.50729
HyllandMachette2008,m77,239.435,591.59829
HyllandMachette2008,m77,239.175,591.73329
HyllandMachette2008,m77,238.656,591.91329
HyllandMachette2008,m77,238.396,592.00229
HyllandMachette2008,m77,238.103,592.09329
HyllandMachette2008,m77,240.506,591.32829
HyllandMachette2008,m77,240.084,591.41729
HyllandMachette2008,m77,239.726,591.50729
HyllandMachette2008,m77,239.435,591.59829
HyllandMachette2008,m77,239.175,591.73329
HyllandMachette2008,m77,238.656,591.91329
HyllandMachette2008,m77,238.396,592.00229
HyllandMachette2008,m77,238.103,592.09329
HyllandMachette2008,m77,245.53501,590.7423
HyllandMachette2008,m77,244.78901,590.8323
HyllandMachette2008,m77,244.07501,590.9223
HyllandMachette2008,m77,243.39301,590.9683
HyllandMachette2008,m77,242.71301,591.0563
HyllandMachette2008,m77,242.09601,591.1033
HyllandMachette2008,m77,241.54401,591.1923
HyllandMachette2008,m77,240.99201,591.2373
HyllandMachette2008,m77,240.50601,591.3283
HyllandMachette2008,m77,245.53501,590.7423
HyllandMachette2008,m77,244.78901,590.8323
HyllandMachette2008,m77,244.07501,590.9223
HyllandMachette2008,m77,243.39301,590.9683
HyllandMachette2008,m77,242.71301,591.0563
HyllandMachette2008,m77,242.09601,591.1033
HyllandMachette2008,m77,241.54401,591.1923
HyllandMachette2008,m77,240.99201,591.2373
HyllandMachette2008,m77,240.50601,591.3283
HyllandMachette2008,m77,252.64201,589.8429
HyllandMachette2008,m77,251.60301,589.9339
HyllandMachette2008,m77,250.59801,590.0239
HyllandMachette2008,m77,249.65601,590.1579
HyllandMachette2008,m77,248.78001,590.2929
HyllandMachette2008,m77,247.90401,590.3819
HyllandMachette2008,m77,247.09301,590.5179
HyllandMachette2008,m77,246.31401,590.6539
HyllandMachette2008,m77,245.53501,590.7419
HyllandMachette2008,m77,252.64201,589.8429
HyllandMachette2008,m77,251.60301,589.9339
HyllandMachette2008,m77,250.59801,590.0239
HyllandMachette2008,m77,249.65601,590.1579
HyllandMachette2008,m77,248.78001,590.2929
HyllandMachette2008,m77,247.90401,590.3819
HyllandMachette2008,m77,247.09301,590.5179
HyllandMachette2008,m77,246.31401,590.6539
HyllandMachette2008,m77,245.53501,590.7419
HyllandMachette2008,m77,262.73401,589.48358
HyllandMachette2008,m77,261.46901,589.52858
HyllandMachette2008,m77,260.139,589.529
HyllandMachette2008,m77,257.51,589.619
HyllandMachette2008,m77,256.212,589.664
HyllandMachette2008,m77,254.945,589.71
HyllandMachette2008,m77,253.745,589.754
HyllandMachette2008,m77,252.642,589.843
HyllandMachette2008,m77,262.734,589.484
HyllandMachette2008,m77,261.469,589.529
HyllandMachette2008,m77,260.139,589.529
HyllandMachette2008,m77,257.51,589.619
HyllandMachette2008,m77,256.212,589.664
HyllandMachette2008,m77,254.945,589.71
HyllandMachette2008,m77,253.745,589.754
HyllandMachette2008,m77,252.642,589.843
HyllandMachette2008,m77,272.7939,589.30432
HyllandMachette2008,m77,267.7639,589.39332
HyllandMachette2008,m77,262.7339,589.48432
HyllandMachette2008,m77,272.7939,589.30432
HyllandMachette2008,m77,267.7639,589.39332
HyllandMachette2008,m77,262.7339,589.48432
HyllandMachette2008,m78,180.583,550.116
HyllandMachette2008,m78,175.579,550.656
HyllandMachette2008,m78,170.542,551.198
HyllandMachette2008,m78,180.583,550.116
HyllandMachette2008,m78,175.579,550.656
HyllandMachette2008,m78,170.542,551.198
HyllandMachette2008,m78,190.623,549.12601
HyllandMachette2008,m78,185.619,549.62101
HyllandMachette2008,m78,180.583,550.11601
HyllandMachette2008,m78,190.623,549.12601
HyllandMachette2008,m78,185.619,549.62101
HyllandMachette2008,m78,180.583,550.11601
HyllandMachette2008,m78,200.632,547.95399
HyllandMachette2008,m78,195.628,548.58499
HyllandMachette2008,m78,190.623,549.12599
HyllandMachette2008,m78,200.632,547.95399
HyllandMachette2008,m78,195.628,548.58499
HyllandMachette2008,m78,190.623,549.12599
HyllandMachette2008,m78,210.607,546.468
HyllandMachette2008,m78,210.152,546.559
HyllandMachette2008,m78,209.665,546.604
HyllandMachette2008,m78,209.145,546.692
HyllandMachette2008,m78,208.559,546.784
HyllandMachette2008,m78,207.975,546.874
HyllandMachette2008,m78,207.325,547.009
HyllandMachette2008,m78,206.025,547.189
HyllandMachette2008,m78,204.661,547.369
HyllandMachette2008,m78,203.263,547.595
HyllandMachette2008,m78,201.931,547.774
HyllandMachette2008,m78,201.281,547.864
HyllandMachette2008,m78,200.632,547.954
HyllandMachette2008,m78,210.607,546.468
HyllandMachette2008,m78,210.152,546.559
HyllandMachette2008,m78,209.665,546.604
HyllandMachette2008,m78,209.145,546.692
HyllandMachette2008,m78,208.559,546.784
HyllandMachette2008,m78,207.975,546.874
HyllandMachette2008,m78,207.325,547.009
HyllandMachette2008,m78,206.025,547.189
HyllandMachette2008,m78,204.661,547.369
HyllandMachette2008,m78,203.263,547.595
HyllandMachette2008,m78,201.931,547.774
HyllandMachette2008,m78,201.281,547.864
HyllandMachette2008,m78,200.632,547.954
HyllandMachette2008,m78,214.149,545.703
HyllandMachette2008,m78,213.726,545.838
HyllandMachette2008,m78,213.336,545.972
HyllandMachette2008,m78,212.947,546.064
HyllandMachette2008,m78,212.59,546.153
HyllandMachette2008,m78,212.167,546.198
HyllandMachette2008,m78,211.745,546.289
HyllandMachette2008,m78,211.225,546.378
HyllandMachette2008,m78,210.933,546.423
HyllandMachette2008,m78,210.607,546.468
HyllandMachette2008,m78,214.149,545.703
HyllandMachette2008,m78,213.726,545.838
HyllandMachette2008,m78,213.336,545.972
HyllandMachette2008,m78,212.947,546.064
HyllandMachette2008,m78,212.59,546.153
HyllandMachette2008,m78,212.167,546.198
HyllandMachette2008,m78,211.745,546.289
HyllandMachette2008,m78,211.225,546.378
HyllandMachette2008,m78,210.933,546.423
HyllandMachette2008,m78,210.607,546.468
HyllandMachette2008,m78,220.031,542.955
HyllandMachette2008,m78,219.348,543.271
HyllandMachette2008,m78,218.6,543.632
HyllandMachette2008,m78,217.821,544.036
HyllandMachette2008,m78,217.041,544.397
HyllandMachette2008,m78,216.229,544.801
HyllandMachette2008,m78,215.481,545.162
HyllandMachette2008,m78,214.767,545.432
HyllandMachette2008,m78,214.149,545.703
HyllandMachette2008,m78,220.031,542.955
HyllandMachette2008,m78,219.348,543.271
HyllandMachette2008,m78,218.6,543.632
HyllandMachette2008,m78,217.821,544.036
HyllandMachette2008,m78,217.041,544.397
HyllandMachette2008,m78,216.229,544.801
HyllandMachette2008,m78,215.481,545.162
HyllandMachette2008,m78,214.767,545.432
HyllandMachette2008,m78,214.149,545.703
HyllandMachette2008,m78,224.58,540.793
HyllandMachette2008,m78,224.125,541.019
HyllandMachette2008,m78,223.637,541.244
HyllandMachette2008,m78,223.117,541.514
HyllandMachette2008,m78,222.533,541.784
HyllandMachette2008,m78,221.948,542.054
HyllandMachette2008,m78,221.33,542.368
HyllandMachette2008,m78,220.031,542.955
HyllandMachette2008,m78,224.58,540.793
HyllandMachette2008,m78,224.125,541.019
HyllandMachette2008,m78,223.637,541.244
HyllandMachette2008,m78,223.117,541.514
HyllandMachette2008,m78,222.533,541.784
HyllandMachette2008,m78,221.948,542.054
HyllandMachette2008,m78,221.33,542.368
HyllandMachette2008,m78,220.031,542.955
HyllandMachette2008,m78,226.822,539.62199
HyllandMachette2008,m78,226.464,539.80299
HyllandMachette2008,m78,226.205,539.93799
HyllandMachette2008,m78,225.944,540.07199
HyllandMachette2008,m78,225.75,540.16199
HyllandMachette2008,m78,225.522,540.29799
HyllandMachette2008,m78,225.262,540.43299
HyllandMachette2008,m78,224.97,540.61299
HyllandMachette2008,m78,224.775,540.70199
HyllandMachette2008,m78,224.58,540.79299
HyllandMachette2008,m78,226.822,539.62199
HyllandMachette2008,m78,226.464,539.80299
HyllandMachette2008,m78,226.205,539.93799
HyllandMachette2008,m78,225.944,540.07199
HyllandMachette2008,m78,225.75,540.16199
HyllandMachette2008,m78,225.522,540.29799
HyllandMachette2008,m78,225.262,540.43299
HyllandMachette2008,m78,224.97,540.61299
HyllandMachette2008,m78,224.775,540.70199
HyllandMachette2008,m78,224.58,540.79299
HyllandMachette2008,m78,230.78599,537.911
HyllandMachette2008,m78,229.68199,538.36
HyllandMachette2008,m78,228.64199,538.811
HyllandMachette2008,m78,228.15499,539.036
HyllandMachette2008,m78,227.66699,539.262
HyllandMachette2008,m78,227.24399,539.441
HyllandMachette2008,m78,226.82199,539.622
HyllandMachette2008,m78,230.78599,537.911
HyllandMachette2008,m78,229.68199,538.36
HyllandMachette2008,m78,228.64199,538.811
HyllandMachette2008,m78,228.15499,539.036
HyllandMachette2008,m78,227.66699,539.262
HyllandMachette2008,m78,227.24399,539.441
HyllandMachette2008,m78,226.82199,539.622
HyllandMachette2008,m78,235.725,535.748
HyllandMachette2008,m78,234.458,536.244
HyllandMachette2008,m78,233.191,536.83
HyllandMachette2008,m78,231.956,537.37
HyllandMachette2008,m78,231.371,537.641
HyllandMachette2008,m78,230.786,537.911
HyllandMachette2008,m78,235.725,535.748
HyllandMachette2008,m78,234.458,536.244
HyllandMachette2008,m78,233.191,536.83
HyllandMachette2008,m78,231.956,537.37
HyllandMachette2008,m78,231.371,537.641
HyllandMachette2008,m78,230.786,537.911
HyllandMachette2008,m78,240.892,534.127
HyllandMachette2008,m78,239.625,534.487
HyllandMachette2008,m78,238.325,534.849
HyllandMachette2008,m78,237.025,535.298
HyllandMachette2008,m78,235.725,535.748
HyllandMachette2008,m78,240.892,534.127
HyllandMachette2008,m78,239.625,534.487
HyllandMachette2008,m78,238.325,534.849
HyllandMachette2008,m78,237.025,535.298
HyllandMachette2008,m78,235.725,535.748
HyllandMachette2008,m78,245.474,533.271
HyllandMachette2008,m78,244.824,533.361
HyllandMachette2008,m78,244.206,533.451
HyllandMachette2008,m78,243.654,533.542
HyllandMachette2008,m78,243.101,533.632
HyllandMachette2008,m78,242.029,533.857
HyllandMachette2008,m78,241.477,533.991
HyllandMachette2008,m78,240.892,534.127
HyllandMachette2008,m78,245.474,533.271
HyllandMachette2008,m78,244.824,533.361
HyllandMachette2008,m78,244.206,533.451
HyllandMachette2008,m78,243.654,533.542
HyllandMachette2008,m78,243.101,533.632
HyllandMachette2008,m78,242.029,533.857
HyllandMachette2008,m78,241.477,533.991
HyllandMachette2008,m78,240.892,534.127
HyllandMachette2008,m78,251.94,532.506
HyllandMachette2008,m78,251.16,532.596
HyllandMachette2008,m78,250.348,532.686
HyllandMachette2008,m78,248.625,532.911
HyllandMachette2008,m78,247.781,533.001
HyllandMachette2008,m78,246.969,533.091
HyllandMachette2008,m78,246.188,533.182
HyllandMachette2008,m78,245.474,533.271
HyllandMachette2008,m78,251.94,532.506
HyllandMachette2008,m78,251.16,532.596
HyllandMachette2008,m78,250.348,532.686
HyllandMachette2008,m78,248.625,532.911
HyllandMachette2008,m78,247.781,533.001
HyllandMachette2008,m78,246.969,533.091
HyllandMachette2008,m78,246.188,533.182
HyllandMachette2008,m78,245.474,533.271
HyllandMachette2008,m78,257.626,531.56
HyllandMachette2008,m78,256.262,531.785
HyllandMachette2008,m78,254.865,532.011
HyllandMachette2008,m78,253.435,532.28
HyllandMachette2008,m78,251.94,532.506
HyllandMachette2008,m78,257.626,531.56
HyllandMachette2008,m78,256.262,531.785
HyllandMachette2008,m78,254.865,532.011
HyllandMachette2008,m78,253.435,532.28
HyllandMachette2008,m78,251.94,532.506
HyllandMachette2008,m78,262.631,531.153
HyllandMachette2008,m78,261.363,531.244
HyllandMachette2008,m78,260.162,531.335
HyllandMachette2008,m78,258.926,531.424
HyllandMachette2008,m78,258.276,531.47
HyllandMachette2008,m78,257.626,531.56
HyllandMachette2008,m78,262.631,531.153
HyllandMachette2008,m78,261.363,531.244
HyllandMachette2008,m78,260.162,531.335
HyllandMachette2008,m78,258.926,531.424
HyllandMachette2008,m78,258.276,531.47
HyllandMachette2008,m78,257.626,531.56
HyllandMachette2008,m78,267.992,530.433
HyllandMachette2008,m78,267.538,530.48
HyllandMachette2008,m78,267.082,530.524
