FaultorEarthquake,SourcePub,Profile_name,X_scale_meters_per_point,Y_scale_meters_per_point,Scarp_type,Num_events,Measure_method,Cell_size_meters,Latitude,longitude,Datum,UTM_easting,UTM_northing,zone,age,age_err
SteensMtn,Hemphill1987,8,0.171840356,0.165775348,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,9,0.171840356,0.165775348,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,10,0.172894594,0.168249757,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.85,NA
SteensMtn,Hemphill1987,11,0.172894594,0.168249757,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.78,NA
SteensMtn,Hemphill1987,13,0.173961844,0.18479899,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.8,NA
SteensMtn,Hemphill1987,16,0.173961852,0.168249757,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.51,NA
SteensMtn,Hemphill1987,17,0.173961852,0.168249757,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,18,0.171840359,0.170798569,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,19,0.171840359,0.170798569,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
HuoshanPiedmontFault,Xu2018,Site3,1.226330856,0.506883365,MES,3,Survey-dGPS,NA,36.40087628,111.80005,WGS84,NA,NA,NA,5.42,0.04
HuoshanPiedmontFault,Xu2018,Site4,1.822696887,0.852928549,MES,3,Survey-dGPS,NA,36.40087628,111.80005,WGS84,NA,NA,NA,5.42,0.04
HuoshanPiedmontFault,Xu2018,Site9,0.633604227,0.387074517,MES,3,Survey-dGPS,NA,36.40087628,111.80005,WGS84,NA,NA,NA,5.42,0.04
HuoshanPiedmontFault,Xu2018,Site13,2.661137887,0.249170263,MES,3,Survey-dGPS,NA,36.40087628,111.80005,WGS84,NA,NA,NA,5.42,0.04
HotanQiraFault,Avouac1993,P118,2.407448936,0.313845564,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,10.2,3
HotanQiraFault,Avouac1993,P75,2.592637532,0.301633648,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,10.2,3
HotanQiraFault,Avouac1993,P76,2.592637532,0.301633648,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,10.2,3
HotanQiraFault,Avouac1993,P77,2.592637532,0.301633648,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,10.2,3
HotanQiraFault,Avouac1993,P78,2.592637532,0.301633648,SES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,6.8,3
HotanQiraFault,Avouac1993,P79,2.592637532,0.301633648,SES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,6.8,3
HotanQiraFault,Avouac1993,P25,1.462638772,0.327087917,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,10.2,3
HotanQiraFault,Avouac1993,P26,1.462638772,0.327087917,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,10.2,3
HotanQiraFault,Avouac1993,P32,1.462638772,0.327087917,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,17,5
HotanQiraFault,Avouac1993,P35,1.462638772,0.327087917,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,17,5
HotanQiraFault,Avouac1993,P68,0.90932382,0.217752395,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,17,5
HotanQiraFault,Avouac1993,P66,0.904021812,0.218982738,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,17,5
EgiinDavaaMongoliaEQ,Walker2015,F5b_P4,0.301734946,0.300119778,SES,,dGPS,NA,46.977694,99.464428,WGS84,NA,NA,NA,5.7,1.7
EgiinDavaaMongoliaEQ,Walker2015,F3b_P3,0.301734946,0.300119778,SES,,dGPS,NA,46.977694,99.464428,WGS84,NA,NA,NA,5.7,1.7
EgiinDavaaMongoliaEQ,Walker2015,F3b_P2,0.301734946,0.300119778,SES,,dGPS,NA,46.977694,99.464428,WGS84,NA,NA,NA,5.7,1.7
EgiinDavaaMongoliaEQ,Walker2015,F3b_P1,0.301734946,0.300119778,SES,,dGPS,NA,46.977694,99.464428,WGS84,NA,NA,NA,5.7,1.7
EgiinDavaaFaultMongolia,Walker2015,Site1P1,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P2,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P3,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P4,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P5,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P6,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P7,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P8,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P9,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P10,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site1P11,0.667025282,0.670995032,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P1,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P2,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P3,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P4,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P5,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P6,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P7,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P8,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P9,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P10,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P11,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P12,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P13,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P14,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P15,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site2P16,0.751515214,0.741628498,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site3P1,0.669833752,0.675510358,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site3P2,0.669833752,0.675510358,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site3P3,0.669833752,0.675510358,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site3P4,0.669833752,0.675510358,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site4P1,0.67266009,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site4P2,0.67266009,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site4P3,0.67266009,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site4P4,0.67266009,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site5P1,0.658762092,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site5P2,0.658762092,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site6P1,0.67266009,0.687156765,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site6P2,0.67266009,0.687156765,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site6P3,0.67266009,0.687156765,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site6P4,0.67266009,0.687156765,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site6P5,0.67266009,0.687156765,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site6P6,0.67266009,0.687156765,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site7P1,0.67266009,0.664252331,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site7P2,0.67266009,0.664252331,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site7P3,0.67266009,0.664252331,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site8P1,0.661495536,0.642824396,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site8P2,0.661495536,0.642824396,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site8P3,0.661495536,0.642824396,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site8P4,0.661495536,0.642824396,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site9P1,0.661495623,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site9P2,0.661495623,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site9P3,0.661495623,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
EgiinDavaaFaultMongolia,Walker2015,Site9P4,0.661495623,0.675510449,SES,1,dGPS,NA,46.952578,99.421534,WGS84,NA,NA,NA,6.6,1.3
LimaReservoirFault,Anastasio2010,R-10,1.503966397,0.183241888,MES,2,dGPS,NA,44.6499269,-112.1833781,WGS84,NA,NA,NA,23,11
LimaReservoirFault,Anastasio2010,R-7,1.287725695,0.183241888,MES,2,dGPS,NA,44.6499269,-112.1833781,WGS84,NA,NA,NA,23,11
LimaReservoirFault,Anastasio2010,R-6,1.318190454,0.183241888,MES,2,dGPS,NA,44.6499269,-112.1833781,WGS84,NA,NA,NA,23,11
LimaReservoirFault,Anastasio2010,R-4,1.44152518,0.183241888,MES,2,dGPS,NA,44.6499269,-112.1833781,WGS84,NA,NA,NA,23,11
LimaReservoirFault,Anastasio2010,R-8,1.327623122,0.183241888,MES,2,dGPS,NA,44.6499269,-112.1833781,WGS84,NA,NA,NA,23,11
LimaReservoirFault,Anastasio2010,R-2,1.448936647,0.183241888,MES,2,dGPS,NA,44.6499269,-112.1833781,WGS84,NA,NA,NA,23,11
LimaReservoirFault,Anastasio2010,R-1,0.867132847,0.183241888,MES,2,dGPS,NA,44.6499269,-112.1833781,WGS84,NA,NA,NA,23,11
AncashEQ1949,Bellier1991,profile5,0.431612695,0.42165239,SES,1,Survey-Theodolite,NA,-8.41781,-77.513848,WGS84,NA,NA,NA,0.042,0
AncashEQ1949,Bellier1991,profile6,0.431612695,0.42165239,SES,1,Survey-Theodolite,NA,-8.41781,-77.513848,WGS84,NA,NA,NA,0.042,1
VolcanicTableland,Pinter1995,F4,0.594866835,0.186634565,MES,unknown,Survey,NA,37.44359581,-118.4525787,WGS84,NA,NA,NA,8.5,1.5
FishLakeValleyFaultNV,Ganev2007,A1,3.590040882,1.127272694,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,B1,7.367795953,2.561984329,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,C6,9.853782869,2.818181498,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,C9,9.853782869,2.818181498,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,D8,10.71552052,2.300556159,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,D9,10.71552052,2.300556159,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,E5,13.88267061,1.682496151,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,E6,13.88267061,1.682496151,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,E9,13.88267061,1.682496151,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,F6,13.68049505,2.683980128,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,F9,13.68049505,2.683980128,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,G5,13.48412395,2.621566976,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,G6,13.48412395,2.621566976,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,G8,13.48412395,2.621566976,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,G9,13.48412395,2.621566976,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,H5,13.61440583,2.591433886,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,H6,13.61440583,2.591433886,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,H8,13.61440583,2.591433886,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,H9,13.61440583,2.591433886,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,H10,13.61440583,2.591433886,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,I5,13.61440583,2.591433886,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,I6,13.61440583,2.591433886,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,I8,13.61440583,2.591433886,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,I9,13.61440583,2.591433886,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,J1,6.368772837,3.757572683,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,J2,6.368772837,3.757572683,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,J3,6.368772837,3.757572683,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,J4,6.368772837,3.757572683,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,K1,4.838080454,3.821267839,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,K3,4.838080454,3.821267839,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,K4,4.838080454,3.821267839,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,L1,4.696969935,2.783389013,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,L4,4.696969935,2.783389013,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,M1,4.129204374,2.818191426,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,M4,4.129204374,2.818191426,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,N1,2.1031208,0.306325624,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,N2,2.1031208,0.306325624,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,N3,2.1031208,0.306325624,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,O5,2.309985171,1.063467756,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,N6,6.404958893,1.391691601,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,O6,7.134637785,1.832962158,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,P2,1.578420292,0.613158379,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,Q2,1.084493013,0.632619106,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,R1,1.099451344,0.866415984,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,S1,1.296100933,0.797098561,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,T1,1.130641466,0.875932869,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,U1,1.099451066,0.738056402,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,V1,1.099451362,0.59044425,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,W1,1.107086483,0.549725412,MES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,96,25
FishLakeValleyFaultNV,Ganev2007,X3,4.688836721,0.658761528,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
FishLakeValleyFaultNV,Ganev2007,Y3,4.702667941,0.637681899,SES,NA,LiDAR,1,37.779481,-118.135463,WGS84,NA,NA,NA,12,4
